Street Name,Segment ID,From Limit Street,To Limit Street,Maintenance Dates,Treatments,Street_Condition_2018.0,Street_Condition_2020.0,Street_Condition_2022.0,Street_Condition_2021.0,Street_Condition_2019.0,Street_Condition_2017.0,Street_Condition_2013.0,Street Name_2018.0,Street Name_2020.0,Street Name_2022.0,Street Name_2021.0,Street Name_2019.0,Street Name_2017.0,Street Name_2013.0,From Limit Street_2018.0,From Limit Street_2020.0,From Limit Street_2022.0,From Limit Street_2021.0,From Limit Street_2019.0,From Limit Street_2017.0,From Limit Street_2013.0,To Limit Street_2018.0,To Limit Street_2020.0,To Limit Street_2022.0,To Limit Street_2021.0,To Limit Street_2019.0,To Limit Street_2017.0,To Limit Street_2013.0,Functional Class_2018.0,Functional Class_2020.0,Functional Class_2022.0,Functional Class_2021.0,Functional Class_2019.0,Functional Class_2017.0,Functional Class_2013.0,Final_Grade_2018.0,Final_Grade_2020.0,Final_Grade_2022.0,Final_Grade_2021.0,Final_Grade_2019.0,Final_Grade_2017.0,Final_Grade_2013.0,Inspection ID_2018.0,Inspection ID_2020.0,Inspection ID_2022.0,Inspection ID_2021.0,Inspection ID_2019.0,Inspection ID_2017.0,Inspection ID_2013.0,Full Street Name from GIS_2018.0,Full Street Name from GIS_2020.0,Full Street Name from GIS_2022.0,Full Street Name from GIS_2021.0,Full Street Name from GIS_2019.0,Full Street Name from GIS_2017.0,Full Street Name from GIS_2013.0,Street End Type_2018.0,Street End Type_2020.0,Street End Type_2022.0,Street End Type_2021.0,Street End Type_2019.0,Street End Type_2017.0,Street End Type_2013.0,Main. Agency_2018.0,Main. Agency_2020.0,Main. Agency_2022.0,Main. Agency_2021.0,Main. Agency_2019.0,Main. Agency_2017.0,Main. Agency_2013.0,Pavement Type_2018.0,Pavement Type_2020.0,Pavement Type_2022.0,Pavement Type_2021.0,Pavement Type_2019.0,Pavement Type_2017.0,Pavement Type_2013.0,Year_2018.0,Year_2020.0,Year_2022.0,Year_2021.0,Year_2019.0,Year_2017.0,Year_2013.0,Number of Maintenance Events,Days Since Last Maintenance,Average Time Between Maintenances
TURNSTONE DR,2042003,DOVEMEADOW DR,TURTLE DOVE DR,"2017-09-26, 2017-09-26, 2017-09-26, 2017-09-26, 2017-09-26","PMOL, PMOL, PMOL, PMOL, PMOL",,,,,1.0,1.0,,,,TURNSTONE DR,,TURNSTONE DR,TURNSTONE DR,,,,DOVEMEADOW DR,,DOVEMEADOW DR,DOVEMEADOW DR,,,,TURTLE DOVE DR,,TURTLE DOVE DR,TURTLE DOVE DR,,,,Residential,,Residential,Residential,,,,B,,C,C,,,,2022 Data,,,,,,,,,TURNSTONE DR,TURNSTONE DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,5,2509,0.0
TURTLE DOVE DR,2023542,TURNSTONE DR,DOVE SPRINGS DR,2017-09-22,PMOL,,,,,1.0,1.0,,,,TURTLE DOVE DR,,TURTLE DOVE DR,TURTLE DOVE DR,,,,TURNSTONE DR,,TURNSTONE DR,TURNSTONE DR,,,,DOVE SPRINGS DR,,DOVE SPRINGS DR,DOVE SPRINGS DR,,,,Residential,,Residential,Residential,,,,B,,B,B,,,,2022 Data,,,,,,,,,TURTLE DOVE DR,TURTLE DOVE DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2513,
TURTLE SPRING CT,5352224,CLARY WAY,1913,2019-11-04,CRCKSL,1.0,,,,1.0,,,TURTLE SPRING CT,,,TURTLE SPRING CT,TURTLE SPRING CT,,,CLARY WAY,,,CLARY WAY,CLARY WAY,,,1913,,,1913,1913,,,Residential,,,Residential,Residential,,,B,,,F,B,,,,,,2021 Data,,,,TURTLE SPRING CT,,,,TURTLE SPRING CT,,,Dead End,,,,Dead End,,,Austin,,,,Austin,,,Flexible,,,,Flexible,,,1/1/2018 0:00,,,,1/1/2019 0:00,,,1,1740,
TURTLEBACK LN,2005889,HAWKHAVEN LN,MARBLEHEAD DR,2017-04-26,SLCT6,1.0,,,,,,,TURTLEBACK LN,TURTLEBACK LN,,,,,,HAWKHAVEN LN,HAWKHAVEN LN,,,,,,MARBLEHEAD DR,MARBLEHEAD DR,,,,,,Residential,Residential,,,,,,C,B,,,,,,,2020 Data,,,,,,TURTLEBACK LN,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2662,
TWELVE OAKS LN,2037018,1ST ST S,641,2018-07-16,SLCT6,,,,,1.0,1.0,,,,,TWELVE OAKS LN,TWELVE OAKS LN,TWELVE OAKS LN,,,,,1ST ST S,1ST ST S,1ST ST S,,,,,641,641,641,,,,,Residential,Residential,Residential,,,,,C,B,B,,,,,2021 Data,,,,,,,,TWELVE OAKS LN,TWELVE OAKS LN,,,,,,Hammerhead,Hammerhead,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2216,
TWIN LEDGE DR,2032221,6101,MOUNTAIN VILLA DR,2018-05-22,SLCT6,0.0,,,,,,,TWIN LEDGE DR,TWIN LEDGE DR,,,,,,6101,6101,,,,,,MOUNTAIN VILLA DR,MOUNTAIN VILLA DR,,,,,,Residential,Residential,,,,,,D,C,,,,,,,2020 Data,,,,,,TWIN LEDGE DR,,,,,,,Dead End,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2271,
TWIN VALLEY DR,2013255,BELVEDERE ST,NORTH WEST PL,"2018-05-16, 2018-05-16, 2018-05-16, 2018-05-16, 2018-05-16","SLCT6, SLCT6, SLCT6, SLCT6, SLCT6",1.0,,,,,,,TWIN VALLEY DR,TWIN VALLEY DR,,,,,,BELVEDERE ST,BELVEDERE ST,,,,,,NORTH WEST PL,NORTH WEST PL,,,,,,Residential,Residential,,,,,,C,B,,,,,,,2020 Data,,,,,,TWIN VALLEY DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,5,2277,0.0
TYBURN TRL,5067208,STEELTON CV,LAURINBURG DR,"2018-03-13, 2018-03-13, 2018-03-13, 2018-03-13, 2018-03-13","CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL",0.0,,,,,,,TYBURN TRL,TYBURN TRL,,,,,,STEELTON CV,STEELTON CV,,,,,,LAURINBURG DR,LAURINBURG DR,,,,,,Residential,Residential,,,,,,D,A,,,,,,,2020 Data,,,,,,TYBURN TRL,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,5,2341,0.0
TYRONE DR,2006186,FORSYTHE DR,GRIMSLEY DR,2017-05-13,SLCT6,1.0,,,,,,,TYRONE DR,TYRONE DR,,,,,,FORSYTHE DR,FORSYTHE DR,,,,,,GRIMSLEY DR,GRIMSLEY DR,,,,,,Residential,Residential,,,,,,C,C,,,,,,,2020 Data,,,,,,TYRONE DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2645,
TYSON CV,2039285,ALDERBROOK DR,CEDAR BEND DR,2018-07-16,SLCT6,0.0,,,,,,,TYSON CV,TYSON CV,,,,,,ALDERBROOK DR,ALDERBROOK DR,,,,,,CEDAR BEND DR,CEDAR BEND DR,,,,,,Residential,Residential,,,,,,D,C,,,,,,,2020 Data,,,,,,TYSON CV,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2216,
UKAOMA WAY,5376041,CUL DE SAC,SPEEDWAGON RUN,"2019-10-28, 2019-10-28, 2019-10-28","CRCKSL, CRCKSL, CRCKSL",1.0,,,,1.0,,,UKAOMA WAY,,UKAOMA WAY,,UKAOMA WAY,,,CUL DE SAC,,CUL DE SAC,,CUL DE SAC,,,SPEEDWAGON RUN,,SPEEDWAGON RUN,,SPEEDWAGON RUN,,,Residential,,Residential,,Residential,,,B,,F,,B,,,,,2022 Data,,,,,UKAOMA WAY,,,,UKAOMA WAY,,,Cul De Sac,,,,Cul De Sac,,,Austin,,,,Austin,,,Flexible,,,,Flexible,,,1/1/2018 0:00,,,,1/1/2019 0:00,,,3,1747,0.0
ULLSWATER CV,2030960,ULLSWATER LN,10110,2016-10-20,CRCKSL,1.0,,,,,,,ULLSWATER CV,ULLSWATER CV,,,,,,ULLSWATER LN,ULLSWATER LN,,,,,,10110,10110,,,,,,Residential,Residential,,,,,,B,F,,,,,,,2020 Data,,,,,,ULLSWATER CV,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2850,
ULLSWATER LN,2007882,ULLSWATER CV,BRIGHTLING LN,"2016-10-20, 2016-10-20, 2016-10-20","CRCKSL, CRCKSL, CRCKSL",1.0,,,,,,,ULLSWATER LN,ULLSWATER LN,,,,,,ULLSWATER CV,ULLSWATER CV,,,,,,BRIGHTLING LN,BRIGHTLING LN,,,,,,Residential,Residential,,,,,,B,A,,,,,,,2020 Data,,,,,,ULLSWATER LN,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,3,2850,0.0
UPSLOPE DR,2026790,WOLFCREEK PASS,LA CONCHA PASS,2017-08-09,SLCT6,,,,,1.0,1.0,,,,UPSLOPE DR,,UPSLOPE DR,UPSLOPE DR,,,,WOLFCREEK PASS,,WOLFCREEK PASS,WOLFCREEK PASS,,,,LA CONCHA PASS,,LA CONCHA PASS,LA CONCHA PASS,,,,Residential,,Residential,Residential,,,,D,,C,C,,,,2022 Data,,,,,,,,,UPSLOPE DR,UPSLOPE DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2557,
UPVALLEY RUN,2013270,DOWN VALLEY CT,MOUNTAIN VILLA DR,"2018-05-17, 2018-05-17, 2018-05-17, 2018-05-17","SLCT6, SLCT6, SLCT6, SLCT6",1.0,,,,,,,UPVALLEY RUN,UPVALLEY RUN,,,,,,DOWN VALLEY CT,DOWN VALLEY CT,,,,,,MOUNTAIN VILLA DR,MOUNTAIN VILLA DR,,,,,,Residential,Residential,,,,,,C,B,,,,,,,2020 Data,,,,,,UPVALLEY RUN,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,4,2276,0.0
UTAH FLATS DR,2005699,MONTANA SKY DR,SCOFIELD RIDGE PKWY,"2018-07-16, 2018-07-16, 2018-07-16","SLCT6, SLCT6, SLCT6",1.0,,,,,,,UTAH FLATS DR,UTAH FLATS DR,,,,,,MONTANA SKY DR,MONTANA SKY DR,,,,,,SCOFIELD RIDGE PKWY,SCOFIELD RIDGE PKWY,,,,,,Residential,Residential,,,,,,B,D,,,,,,,2020 Data,,,,,,UTAH FLATS DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,3,2216,0.0
UTICA CV,2035043,6101,READVILL LN,2016-10-13,SLURRY,,,,,1.0,1.0,,,,UTICA CV,,UTICA CV,UTICA CV,,,,6101,,6101,6101,,,,READVILL LN,,READVILL LN,READVILL LN,,,,Residential,,Residential,Residential,,,,D,,B,C,,,,2022 Data,,,,,,,,,UTICA CV,UTICA CV,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2857,
UTOPIA CT,2033020,1900,PEGGY ST,2016-11-07,PMOL,0.0,,,,,,,UTOPIA CT,,,UTOPIA CT,,,,1900,,,1900,,,,PEGGY ST,,,PEGGY ST,,,,Residential,,,Residential,,,,F,,,F,,,,,,,2021 Data,,,,UTOPIA CT,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2832,
UTTIMER LN,2009741,MARKHAM LN,CHILLIP CV,"2017-09-07, 2017-09-07, 2017-09-07","SLCT6, SLCT6, SLCT6",1.0,,,,,,,UTTIMER LN,UTTIMER LN,,,,,,MARKHAM LN,MARKHAM LN,,,,,,CHILLIP CV,CHILLIP CV,,,,,,Residential,Residential,,,,,,B,B,,,,,,,2020 Data,,,,,,UTTIMER LN,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,3,2528,0.0
VAIL VALLEY DR,2024573,BECKETT RD,CLOUDCROFT DR,"2018-04-17, 2018-04-17, 2018-04-17, 2019-11-01, 2019-11-01, 2019-11-01","CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL",,,,,1.0,1.0,,,,VAIL VALLEY DR,,VAIL VALLEY DR,VAIL VALLEY DR,,,,BECKETT RD,,BECKETT RD,BECKETT RD,,,,CLOUDCROFT DR,,CLOUDCROFT DR,CLOUDCROFT DR,,,,Residential,,Residential,Residential,,,,A,,C,B,,,,2022 Data,,,,,,,,,VAIL VALLEY DR,VAIL VALLEY DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,6,1743,112.6
VALDEZ ST,2022826,FELIX AVE,MONTANA ST,"2018-08-01, 2018-08-01","SLCT6, SLCT6",,,,,0.0,0.0,,,,,VALDEZ ST,VALDEZ ST,VALDEZ ST,,,,,FELIX AVE,FELIX AVE,FELIX AVE,,,,,MONTANA ST,MONTANA ST,MONTANA ST,,,,,Residential,Residential,Residential,,,,,F,D,D,,,,,2021 Data,,,,,,,,VALDEZ ST,VALDEZ ST,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,2,2200,0.0
VALIANT CIR,2024064,VALIANT CV,OLD FREDERICKSBURG RD,"2018-05-14, 2018-05-14","SLCT6, SLCT6",,,,,1.0,1.0,,,,VALIANT CIR,,VALIANT CIR,VALIANT CIR,,,,VALIANT CV,,VALIANT CV,VALIANT CV,,,,OLD FREDERICKSBURG RD,,OLD FREDERICKSBURG RD,OLD FREDERICKSBURG RD,,,,Residential,,Residential,Residential,,,,D,,B,B,,,,2022 Data,,,,,,,,,VALIANT CIR,VALIANT CIR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,2,2279,0.0
VALIANT CV,2034298,VALIANT CIR,5613,2018-05-14,SLCT6,,,,,1.0,1.0,,,,VALIANT CV,,VALIANT CV,VALIANT CV,,,,VALIANT CIR,,VALIANT CIR,VALIANT CIR,,,,5613,,5613,5613,,,,Residential,,Residential,Residential,,,,C,,C,C,,,,2022 Data,,,,,,,,,VALIANT CV,VALIANT CV,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2279,
VALLEY CIR,2032269,WESTSLOPE DR,5812,2019-02-21,PMOL,1.0,,,,,,,VALLEY CIR,VALLEY CIR,,,,,,WESTSLOPE DR,WESTSLOPE DR,,,,,,5812,5812,,,,,,Residential,Residential,,,,,,C,F,,,,,,,2020 Data,,,,,,VALLEY CIR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,1996,
VALLEY FORGE DR,2011393,TECUMSEH DR,GRAYLEDGE DR,"2017-08-09, 2017-08-09","SLCT6, SLCT6",0.0,,,,,,,VALLEY FORGE DR,VALLEY FORGE DR,,,,,,TECUMSEH DR,TECUMSEH DR,,,,,,GRAYLEDGE DR,GRAYLEDGE DR,,,,,,Residential,Residential,,,,,,D,C,,,,,,,2020 Data,,,,,,VALLEY FORGE DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,2,2557,0.0
VALLEY OAK DR,2013550,HIGHLAND CT,HANCOCK DR,"2018-06-15, 2018-06-15, 2018-06-15","SLCT6, SLCT6, SLCT6",0.0,,,,,,,VALLEY OAK DR,,,VALLEY OAK DR,,,,HIGHLAND CT,,,HIGHLAND CT,,,,HANCOCK DR,,,HANCOCK DR,,,,Residential,,,Residential,,,,D,,,F,,,,,,,2021 Data,,,,VALLEY OAK DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,3,2247,0.0
VALLEYDALE CV,2031746,STECK AVE,8206,2019-02-25,FSMOL,1.0,,,,,,,VALLEYDALE CV,VALLEYDALE CV,,,,,,STECK AVE,STECK AVE,,,,,,8206,8206,,,,,,Residential,Residential,,,,,,B,D,,,,,,,2020 Data,,,,,,VALLEYDALE CV,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,1992,
VALLEYFIELD DR,2015065,SMALLWOOD DR,MEADOW BEND DR E,"2017-10-04, 2017-10-04, 2017-10-04, 2017-10-04, 2017-10-04, 2017-10-04, 2017-10-04","CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL",1.0,,,,,,,VALLEYFIELD DR,,,VALLEYFIELD DR,,,,SMALLWOOD DR,,,SMALLWOOD DR,,,,MEADOW BEND DR E,,,MEADOW BEND DR E,,,,Collector,,,Collector,,,,C,,,C,,,,,,,2021 Data,,,,VALLEYFIELD DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,7,2501,0.0
VAQUERO CV,2031042,8401,VAQUERO TRL,2016-10-25,CRCKSL,1.0,,,,,,,VAQUERO CV,VAQUERO CV,,,,,,8401,8401,,,,,,VAQUERO TRL,VAQUERO TRL,,,,,,Residential,Residential,,,,,,C,C,,,,,,,2020 Data,,,,,,VAQUERO CV,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2845,
VAQUERO TRL,2039211,KABAR TRL,VAQUERO CV,"2016-10-25, 2016-10-25","CRCKSL, CRCKSL",1.0,,,,,,,VAQUERO TRL,VAQUERO TRL,,,,,,KABAR TRL,KABAR TRL,,,,,,VAQUERO CV,VAQUERO CV,,,,,,Residential,Residential,,,,,,B,B,,,,,,,2020 Data,,,,,,VAQUERO TRL,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,2,2845,0.0
VARGAS RD,2022727,LYNCH LN,PONCA ST,"2018-08-04, 2018-08-04, 2018-08-04","SLCT6, SLCT6, SLCT6",,,,,1.0,1.0,,,,,VARGAS RD,VARGAS RD,VARGAS RD,,,,,LYNCH LN,LYNCH LN,LYNCH LN,,,,,PONCA ST,PONCA ST,PONCA ST,,,,,Collector,Collector,Collector,,,,,B,C,C,,,,,2021 Data,,,,,,,,VARGAS RD,VARGAS RD,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,3,2197,0.0
VASSAL DR,2025828,COMBURG DR,HEATHERWOOD DR,"2018-06-12, 2018-06-12","SLCT6, SLCT6",,,,,1.0,1.0,,,,VASSAL DR,,VASSAL DR,VASSAL DR,,,,COMBURG DR,,COMBURG DR,COMBURG DR,,,,HEATHERWOOD DR,,HEATHERWOOD DR,HEATHERWOOD DR,,,,Residential,,Residential,Residential,,,,C,,C,C,,,,2022 Data,,,,,,,,,VASSAL DR,VASSAL DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,2,2250,0.0
VAUGHAN ST,3431869,MC CURDY ST,TOM MILLER ST,"2018-04-17, 2018-04-17, 2018-04-17, 2018-04-17, 2019-11-04, 2019-11-04, 2019-11-04, 2019-11-04, 2019-11-04, 2019-11-04, 2019-11-04, 2019-11-04, 2019-11-04, 2019-11-04","CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL",1.0,,,,,,,VAUGHAN ST,,,VAUGHAN ST,,,,MC CURDY ST,,,MC CURDY ST,,,,TOM MILLER ST,,,TOM MILLER ST,,,,Residential,,,Residential,,,,C,,,B,,,,,,,2021 Data,,,,VAUGHAN ST,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,14,1740,43.53846153846154
VEGA AVE,2023892,PATTON RANCH RD,WILLIAM CANNON DR W,"2018-11-09, 2018-11-09","PMOL, PMOL",,,,,1.0,1.0,,,,,VEGA AVE,VEGA AVE,VEGA AVE,,,,,PATTON RANCH RD,PATTON RANCH RD,PATTON RANCH RD,,,,,WILLIAM CANNON DR W,WILLIAM CANNON DR W,WILLIAM CANNON DR W,,,,,Collector,Collector,Collector,,,,,D,C,C,,,,,2021 Data,,,,,,,,VEGA AVE,VEGA AVE,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,2,2100,0.0
VERBANK VILLA DR,2044758,ROSEBOROUGH DR,RINGSBY RD,"2016-10-19, 2016-10-19, 2016-10-19","CRCKSL, CRCKSL, CRCKSL",,,,,1.0,1.0,,,,VERBANK VILLA DR,,VERBANK VILLA DR,VERBANK VILLA DR,,,,ROSEBOROUGH DR,,ROSEBOROUGH DR,ROSEBOROUGH DR,,,,RINGSBY RD,,RINGSBY RD,RINGSBY RD,,,,Residential,,Residential,Residential,,,,D,,B,B,,,,2022 Data,,,,,,,,,VERBANK VILLA DR,VERBANK VILLA DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,3,2851,0.0
VERDANA DR,5085048,LUCIDA LN,KNOWELL DR,"2018-03-16, 2018-03-16, 2019-11-01, 2019-11-01","CRCKSL, CRCKSL, CRCKSL, CRCKSL",1.0,,,,,,,VERDANA DR,VERDANA DR,,,,,,LUCIDA LN,LUCIDA LN,,,,,,KNOWELL DR,KNOWELL DR,,,,,,Residential,Residential,,,,,,B,A,,,,,,,2020 Data,,,,,,VERDANA DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,4,1743,198.33333333333334
VERDANT WAY,2033748,1201,1213,"2016-10-11, 2016-10-11","SLURRY, SLURRY",,,,,1.0,1.0,,,,,VERDANT WAY,VERDANT WAY,VERDANT WAY,,,,,1201,1201,1201,,,,,1213,1213,1213,,,,,Residential,Residential,Residential,,,,,D,C,C,,,,,2021 Data,,,,,,,,VERDANT WAY,VERDANT WAY,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,2,2859,0.0
VERDI PL,2033743,STRATFORD DR,211,2016-10-11,SLURRY,,,,,0.0,0.0,,,,,VERDI PL,VERDI PL,VERDI PL,,,,,STRATFORD DR,STRATFORD DR,STRATFORD DR,,,,,211,211,211,,,,,Residential,Residential,Residential,,,,,F,F,F,,,,,2021 Data,,,,,,,,VERDI PL,VERDI PL,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2859,
VERNON AVE,2040623,BREEZE WAY,ADALEE AVE,2019-05-22,PMOL,0.0,,,,,,,VERNON AVE,,,VERNON AVE,,,,BREEZE WAY,,,BREEZE WAY,,,,ADALEE AVE,,,ADALEE AVE,,,,Residential,,,Residential,,,,F,,,D,,,,,,,2021 Data,,,,VERNON AVE,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,1906,
VERTEX BLVD,5280279,BAYTHORNE DR,SLAUGHTER LN E,"2018-03-19, 2018-03-19, 2018-10-02, 2018-10-02","CRCKSL, CRCKSL, CRCKSL, CRCKSL",,,,,1.0,1.0,,,,VERTEX BLVD,,VERTEX BLVD,VERTEX BLVD,,,,BAYTHORNE DR,,BAYTHORNE DR,BAYTHORNE DR,,,,SLAUGHTER LN E,,SLAUGHTER LN E,SLAUGHTER LN E,,,,Collector,,Collector,Collector,,,,C,,B,C,,,,2022 Data,,,,,,,,,VERTEX BLVD,VERTEX BLVD,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,4,2138,65.66666666666667
VFW RD,2031566,I 35 SVC RD NB  N,500,2016-10-31,CRCKSL,0.0,,,,,,,VFW RD,VFW RD,,,,,,I 35 SVC RD NB  N,I 35 SVC RD NB  N,,,,,,500,500,,,,,,Residential,Residential,,,,,,F,F,,,,,,,2020 Data,,,,,,VFW RD,,,,,,,Driveway,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2839,
VIA GRANDE DR,2047650,SPRUCE CANYON DR,CAMINITA CV,"2018-06-28, 2018-06-28, 2018-06-28, 2018-06-28, 2018-06-28, 2018-06-28, 2018-06-28, 2018-06-28","SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6",,,,,1.0,1.0,,,,VIA GRANDE DR,,VIA GRANDE DR,VIA GRANDE DR,,,,SPRUCE CANYON DR,,SPRUCE CANYON DR,SPRUCE CANYON DR,,,,CAMINITA CV,,CAMINITA CV,CAMINITA CV,,,,Residential,,Residential,Residential,,,,B,,B,B,,,,2022 Data,,,,,,,,,VIA GRANDE DR,VIA GRANDE DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,8,2234,0.0
VIA VERDE DR,3299885,TORNASOL LN,LOS ARCOS CV,"2018-05-11, 2018-05-11, 2018-05-11, 2018-05-11, 2018-05-11, 2018-05-11","SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6",,,,,1.0,1.0,,,,VIA VERDE DR,,VIA VERDE DR,VIA VERDE DR,,,,TORNASOL LN,,TORNASOL LN,TORNASOL LN,,,,LOS ARCOS CV,,LOS ARCOS CV,LOS ARCOS CV,,,,Residential,,Residential,Residential,,,,B,,B,B,,,,2022 Data,,,,,,,,,VIA VERDE DR,VIA VERDE DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,6,2282,0.0
VICTOR ST,2010332,GEORGIAN DR,MIDDLE FISKVILLE RD,2018-08-23,SLCT6,1.0,,,,,,,VICTOR ST,VICTOR ST,,,,,,GEORGIAN DR,GEORGIAN DR,,,,,,MIDDLE FISKVILLE RD,MIDDLE FISKVILLE RD,,,,,,Residential,Residential,,,,,,C,C,,,,,,,2020 Data,,,,,,VICTOR ST,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2178,
VICTORY GALLOP DR,2036620,GILWELL DR,SEA BISCUIT DR,2019-09-17,LUSLCT6,,,,,0.0,0.0,,,,VICTORY GALLOP DR,,VICTORY GALLOP DR,VICTORY GALLOP DR,,,,GILWELL DR,,GILWELL DR,GILWELL DR,,,,SEA BISCUIT DR,,SEA BISCUIT DR,SEA BISCUIT DR,,,,Collector,,Collector,Collector,,,,F,,D,F,,,,2022 Data,,,,,,,,,VICTORY GALLOP DR,VICTORY GALLOP DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,1788,
